contact ID,cam code,oft code,payment method,year_donation,recency,freq,monetary_value
856657,TW,DON,CB,2014,21,1,50
856723,TW,DON,CB,2014,21,1,30
857054,TW,DON,CB,2014,21,1,100
856860,TW,DON,CB,2014,21,1,15
798258,TW,DON,CB,2014,21,1,40
857098,TW,DON,CB,2014,21,1,120
856969,TW,DON,CB,2014,21,1,20
857088,TW,DON,CB,2014,21,1,441
808930,TW,DON,CB,2014,21,1,120
857155,TW,DON,CB,2014,21,1,20
857239,TW,DON,CB,2014,21,1,30
857251,TW,DON,CB,2014,21,1,60
856649,TW,DON,CB,2014,21,1,20
856629,TW,DON,CB,2014,21,1,50
856669,TW,DON,CB,2014,21,1,20
857181,TW,DON,CB,2014,20,1,60
856686,TW,DON,CB,2014,20,1,30
857316,TW,DON,CB,2014,20,1,20
857203,TW,DON,CB,2014,20,1,100
856623,TW,DON,CB,2014,20,1,30
857079,TW,DON,CB,2014,20,1,20
826384,TW,DON,CB,2014,20,2,80
857091,TW,DON,CB,2014,20,1,100
791884,TW,DON,CB,2014,20,1,30
856509,TW,DON,CB,2014,20,1,30
857372,TW,DON,CB,2014,20,1,50
805001,TW,DON,CB,2014,20,1,50
856912,TW,DON,CB,2014,20,1,20
857041,TW,DON,CB,2014,20,2,30
857200,TW,DON,CB,2014,20,1,40
799502,TW,DON,CB,2014,20,1,30
857158,TW,DON,CB,2014,17,1,60
857261,TW,DON,CB,2014,17,1,150
824590,TW,DON,CB,2014,17,2,140
857294,TW,DON,CB,2014,17,1,10
856933,TW,DON,CB,2014,17,1,60
856793,TW,DON,CB,2014,18,1,30
856726,TW,DON,CB,2014,18,1,30
856568,TW,DON,CB,2014,18,1,60
856707,TW,DON,CB,2014,18,1,30
856692,TW,DON,CB,2014,18,1,30
857365,TW,DON,CB,2014,18,1,100
839408,TW,DON,CB,2014,18,2,80
825549,TW,DON,CB,2014,18,5,592
857150,TW,DON,CB,2014,18,1,15
818699,TW,DON,CB,2014,18,1,100
856638,TW,DON,CB,2014,18,1,100
856654,TW,DON,CB,2014,18,1,100
856736,TW,DON,CB,2014,18,1,60
856757,TW,DON,CB,2014,18,1,90
856952,TW,DON,CB,2014,18,1,20
856545,TW,DON,CB,2014,18,1,20
857167,TW,DON,CB,2014,13,1,15
856520,TW,DON,CB,2014,13,1,50
856561,TW,DON,CB,2014,13,1,90
856848,TW,DON,CB,2014,13,1,50
857161,TW,DON,CB,2014,13,1,90
800114,TW,DON,CB,2014,26,3,140
856863,TW,DON,CB,2014,26,1,60
857274,TW,DON,CB,2014,26,1,30
857189,TW,DON,CB,2014,26,1,15
789902,TW,DON,CB,2014,26,1,30
832754,TW,DON,CB,2014,26,2,180
856784,TW,DON,CB,2014,26,1,20
856869,TW,DON,CB,2014,26,1,30
856893,TW,DON,CB,2014,26,1,30
856908,TW,DON,CB,2014,26,1,30
856905,TW,DON,CB,2014,29,1,50
856605,TW,DON,CB,2014,29,1,10
857309,TW,DON,CB,2014,29,1,30
772642,TW,DON,CB,2014,29,1,50
856660,TW,DON,CB,2014,29,1,20
818636,TW,DON,CB,2014,29,1,120
856939,TW,DON,CB,2014,29,1,20
856675,TW,DON,CB,2014,29,1,90
856672,TW,DON,CB,2014,29,1,100
856799,TW,DON,CB,2014,29,1,30
856897,TW,DON,CB,2014,23,1,100
856542,TW,DON,CB,2014,23,1,30
798875,TW,DON,CB,2014,23,1,50
856577,TW,DON,CB,2014,23,1,30
856816,TW,DON,CB,2014,23,1,50
791886,TW,DON,CB,2014,23,1,60
857125,TW,DON,CB,2014,23,1,30
857095,TW,DON,CB,2014,23,1,100
856504,TW,DON,CB,2014,23,1,10
856608,TW,DON,CB,2014,15,1,50
857112,TW,DON,CB,2014,15,1,40
857386,TW,DON,CB,2014,15,1,60
856617,TW,DON,CB,2014,15,1,30
856922,TW,DON,CB,2014,15,1,60
856837,TW,DON,CB,2014,15,1,60
820687,TW,DON,CB,2014,15,1,200
856872,TW,DON,CB,2014,15,1,30
857136,TW,DON,CB,2014,15,1,100
856586,TW,DON,CB,2014,15,1,60
856751,TW,DON,CB,2014,15,1,20
857312,TW,DON,CB,2014,15,1,100
857066,TW,DON,CB,2014,15,1,60
857031,TW,DON,CB,2014,22,1,20
856535,TW,DON,CB,2014,22,1,60
856796,TW,DON,CB,2014,22,1,50
857173,TW,DON,CB,2014,22,1,50
857271,TW,DON,CB,2014,27,1,30
856763,TW,DON,CB,2014,27,1,30
857381,TW,DON,CB,2014,27,1,60
857247,TW,DON,CB,2014,27,1,50
800781,TW,DON,CB,2014,27,1,30
857142,TW,DON,CB,2014,27,1,50
856716,TW,DON,CB,2014,27,1,30
791892,TW,DON,CB,2014,27,3,130
856526,TW,DON,CB,2014,27,1,30
857287,TW,DON,CB,2014,24,1,50
820818,TW,DON,CB,2014,24,1,40
856614,TW,DON,CB,2014,24,1,5
857037,TW,DON,CB,2014,24,1,60
789635,TW,DON,CB,2014,24,1,120
856878,TW,DON,CB,2014,24,1,15
856552,TW,DON,CB,2014,24,1,20
785699,TW,DON,CB,2014,24,1,30
857375,TW,DON,CB,2014,24,1,15
856713,TW,DON,CB,2014,24,1,15
857044,TW,DON,CB,2014,24,1,100
857082,TW,DON,CB,2014,14,1,30
857354,TW,DON,CB,2014,14,1,120
857193,TW,DON,CB,2014,14,1,100
821977,TW,DON,CB,2014,14,2,80
856856,TW,DON,CB,2014,14,1,30
856730,TW,DON,CB,2014,30,1,20
855596,TW,DON,CB,2014,30,2,60
857133,TW,DON,CB,2014,30,1,200
856806,TW,DON,CB,2014,30,1,40
856743,TW,DON,CB,2014,30,1,15
856787,TW,DON,CB,2014,30,1,20
855444,TW,DON,CB,2014,30,2,100
751278,TW,DON,CB,2014,30,2,70
857105,TW,DON,CB,2014,30,1,15
857216,TW,DON,CB,2014,30,1,150
770051,TW,DON,CB,2014,30,3,500
857299,TW,DON,CB,2014,30,1,100
855483,TW,DON,CB,2014,30,2,200
857338,TW,DON,CB,2014,30,1,120
856583,TW,DON,CB,2014,30,1,30
857268,TW,DON,CB,2014,16,1,10
824976,TW,DON,CB,2014,16,1,30
857319,TW,DON,CB,2014,16,1,50
846926,TW,DON,CB,2014,16,2,190
857265,TW,DON,CB,2014,16,1,30
857072,TW,DON,CB,2014,16,1,40
857326,TW,DON,CB,2014,16,1,30
857390,TW,DON,CB,2014,16,1,30
856646,TW,DON,CB,2014,16,1,10
851593,TW,DON,CB,2014,16,1,200
856699,TW,DON,CB,2014,16,1,30
856556,TW,DON,CB,2014,16,1,100
857277,TW,DON,CB,2014,16,1,60
856571,TW,DON,CB,2014,16,1,20
788340,TW,DON,CB,2014,16,1,30
791888,TW,DON,CB,2014,16,1,50
856580,TW,DON,CB,2014,28,1,60
759484,TW,DON,CB,2014,28,1,100
855591,TW,DON,CB,2014,28,3,220
820577,TW,DON,CB,2014,28,5,1465
856936,TW,DON,CB,2014,28,1,30
856679,TW,DON,CB,2014,28,1,50
857242,TW,DON,CB,2014,28,1,30
856529,TW,DON,CB,2014,28,1,60
856746,TW,DON,CB,2014,25,1,100
856810,TW,DON,CB,2014,25,1,30
857332,TW,DON,CB,2014,25,1,60
856822,TW,DON,CB,2014,25,1,100
857184,TW,DON,CB,2014,19,1,30
61798,TW,DON,CB,2014,19,1,100
856549,TW,DON,CB,2014,19,1,60
720829,SITE,DON,CB,2014,16,13,1200
171513,SITE,DON,CB,2014,16,1,150
819113,SITE,DON,CB,2014,20,1,50
34990,SITE,DON,CB,2014,13,1,100
21993,ADH,COTI,CB,2014,13,14,194
770190,SITE,DON,CB,2014,13,1,35
205504,SITE,DON,CB,2014,15,1,200
787677,SITE,DON,CB,2014,15,1,100
174263,SITE,DON,CB,2014,15,1,70
818684,SITE,DON,CB,2014,15,1,50
703167,SITE,DON,CB,2014,14,2,80
95897,SITE,DON,CB,2014,14,1,30
768006,SITE,DON,CB,2014,14,1,70
721194,SITE,DON,CB,2014,14,13,950
3165,SITE,DON,CB,2014,12,2,100
808878,SITE,DON,CB,2014,12,1,30
66068,DIV,DON,CH,2014,12,1,30
260587,ADH,DON,CH,2014,12,2,100
260587,ADH,COTI,CH,2014,12,2,100
67565,F,DON,CH,2014,12,1,500
24571,F,DON,CH,2014,12,1,150
50187,F,DON,CH,2014,12,1,200
19692,F,DON,CH,2014,12,1,120
64972,F,DON,CH,2014,12,1,100
71656,F,DON,CH,2014,12,1,20
114858,F,DON,CH,2014,12,2,110
20080,F,DON,CH,2014,12,4,410
50388,F,DON,CH,2014,12,1,150
19938,F,DON,CH,2014,12,3,110
305070,F,DON,CH,2014,12,1,30
9567,F,DON,CH,2014,12,1,40
18378,F,DON,CH,2014,12,1,30
142442,F,DON,CH,2014,12,1,20
432394,F,DON,CH,2014,12,1,40
143321,F,DON,CH,2014,12,3,170
415739,F,DON,CH,2014,12,1,20
428854,F,DON,CH,2014,12,1,30
276743,FMD,DON,CH,2014,12,1,40
9917,F,DON,CH,2014,12,1,60
785502,ADH,COTI,CH,2014,12,2,30
785502,ADH,DON,CH,2014,12,2,30
434327,ADH,DON,CH,2014,20,2,90
84697,ADH,DON,CH,2014,20,1,70
45061,ADH,DON,CH,2014,20,2,160
89751,ADH,DON,CH,2014,20,2,70
85715,ADH,DON,CH,2014,20,5,330
245873,ADH,DON,CH,2014,20,4,90
245873,ADH,COTI,CH,2014,20,4,90
721853,ADH,COTI,CH,2014,20,2,65
721853,ADH,DON,CH,2014,20,2,65
133053,ADH,DON,CH,2014,20,3,70
133053,ADH,COTI,CH,2014,20,3,70
218792,ADH,COTI,CH,2014,20,6,245
218792,ADH,DON,CH,2014,20,6,245
31144,ADH,DON,CH,2014,20,4,90
31144,ADH,COTI,CH,2014,20,4,90
192287,ADH,DON,CH,2014,20,4,150
192287,ADH,COTI,CH,2014,20,4,150
15384,ADH,DON,CH,2014,20,2,45
15384,ADH,COTI,CH,2014,20,2,45
14945,ADH,DON,CH,2014,20,6,143
14945,ADH,COTI,CH,2014,20,6,143
287778,ADH,COTI,CH,2014,20,4,145
287778,ADH,DON,CH,2014,20,4,145
263,ADH,DON,CH,2014,20,4,75
263,ADH,COTI,CH,2014,20,4,75
423511,ADH,COTI,CH,2014,20,3,130
423511,ADH,DON,CH,2014,20,3,130
43586,ADH,DON,CH,2014,20,3,75
43586,ADH,COTI,CH,2014,20,3,75
66515,ADH,COTI,CH,2014,20,3,140
66515,ADH,DON,CH,2014,20,3,140
276256,ADH,DON,CH,2014,20,3,40
276256,ADH,COTI,CH,2014,20,3,40
187164,ADH,DON,CH,2014,20,4,63
187164,ADH,COTI,CH,2014,20,4,63
252598,ADH,DON,CH,2014,20,8,371
252598,ADH,COTI,CH,2014,20,8,371
194543,ADH,DON,CH,2014,20,4,150
194543,ADH,COTI,CH,2014,20,4,150
25630,ADH,DON,CH,2014,20,7,165
25630,ADH,COTI,CH,2014,20,7,165
332924,ADH,COTI,CH,2014,20,5,65
332924,ADH,DON,CH,2014,20,5,65
11723,ADH,DON,CH,2014,20,8,180
11723,ADH,COTI,CH,2014,20,8,180
759297,ADH,COTI,CH,2014,20,2,55
759297,ADH,DON,CH,2014,20,2,55
296075,ADH,DON,CH,2014,20,2,30
296075,ADH,COTI,CH,2014,20,2,30
13870,ADH,COTI,CH,2014,20,2,75
13870,ADH,DON,CH,2014,20,2,75
195489,ADH,DON,CH,2014,20,2,60
195489,ADH,COTI,CH,2014,20,2,60
787687,ADH,COTI,CH,2014,20,1,40
104692,ADH,COTI,CH,2014,20,2,35
59885,ADH,COTI,CH,2014,20,1,40
122324,ADH,COTI,CH,2014,20,2,45
348269,ADH,COTI,CH,2014,20,2,45
48674,ADH,COTI,CH,2014,20,1,40
226528,ADH,COTI,CH,2014,20,3,55
41964,ADH,COTI,CH,2014,20,3,90
59225,ADH,COTI,CH,2014,20,5,81
55483,ADH,COTI,CH,2014,20,2,100
141828,ADH,COTI,CH,2014,20,3,85
723425,ADH,COTI,CH,2014,20,2,35
710282,ADH,COTI,CH,2014,20,1,15
818059,ADH,COTI,CH,2014,20,2,30
7444,ADH,COTI,CH,2014,20,1,15
160638,ADH,COTI,CH,2014,20,3,105
226227,ADH,COTI,CH,2014,20,4,95
57286,ADH,COTI,CH,2014,20,2,45
16800,ADH,COTI,CH,2014,20,1,15
70620,ADH,COTI,CH,2014,20,3,75
9003,ADH,COTI,CH,2014,20,3,40
470122,ADH,COTI,CH,2014,20,2,240
95136,ADH,COTI,CH,2014,20,5,130
787232,ADH,COTI,CH,2014,20,1,15
16184,ADH,COTI,CH,2014,20,2,75
124302,ADH,COTI,CH,2014,20,1,40
208081,ADH,COTI,CH,2014,20,1,15
172829,ADH,DON,CH,2014,20,3,105
172829,ADH,COTI,CH,2014,20,3,105
11713,ADH,COTI,CH,2014,20,4,140
1024960,ADH,COTI,CH,2014,20,1,15
290562,ADH,COTI,CH,2014,20,3,135
29204,ADH,COTI,CH,2014,20,2,45
292131,ADH,COTI,CH,2014,20,3,100
43991,ADH,COTI,CH,2014,20,1,40
187276,ADH,COTI,CH,2014,20,2,75
136641,ADH,COTI,CH,2014,20,2,115
797786,RA,DON,CH,2014,9,1,100
137513,RA,DON,CH,2014,9,1,50
27512,RA,DON,CH,2014,9,1,300
446765,RF,DON,CH,2014,9,1,100
299371,FMD,DON,CH,2014,9,1,100
167925,F,DON,CH,2014,9,1,30
21517,F,DON,CH,2014,9,1,150
11497,F,DON,CH,2014,9,2,80
288485,F,DON,CH,2014,9,1,250
426885,F,DON,CH,2014,9,1,80
27303,F,DON,CH,2014,9,1,40
114155,F,DON,CH,2014,9,2,80
8893,F,DON,CH,2014,9,1,30
3132,F,DON,CH,2014,9,1,120
12400,F,DON,CH,2014,9,1,60
247274,F,DON,CH,2014,9,2,60
9690,F,DON,CH,2014,9,1,100
93615,F,DON,CH,2014,9,1,20
15442,F,DON,CH,2014,9,1,60
14409,F,DON,CH,2014,9,1,50
265084,F,DON,CH,2014,9,1,400
450490,F,DON,CH,2014,9,1,120
289532,F,DON,CH,2014,9,2,250
86409,F,DON,CH,2014,9,1,300
857523,FE,DON,CB,2014,9,1,100
857533,URGENCE,DON,CB,2014,9,1,90
767045,SITE,DON,CB,2014,9,1,60
857549,SITE,DON,CB,2014,9,1,70
704900,SITE,DON,CB,2014,9,1,150
857485,SITE,DON,CB,2014,9,1,100
43166,FE,DON,CB,2014,9,2,130
24093,SITE,DON,CB,2014,9,1,30
857500,SITE,DON,CB,2014,9,1,3000
29837,SITE,DON,CB,2014,9,14,736
836237,FE,DON,CB,2014,9,10,370
769504,SITE,DON,CB,2014,11,1,75
758177,SITE,DON,CB,2014,11,1,100
857474,SITE,DON,CB,2014,11,1,20
101309,SITE,DON,CB,2014,11,1,100
857461,SITE,DON,CB,2014,11,1,300
857482,SITE,DON,CB,2014,11,1,200
800389,SITE,DON,CB,2014,11,13,90
857491,URGENCE,DON,CB,2014,10,1,100
857513,SITE,DON,CB,2014,10,1,150
26894,SITE,DON,CB,2014,10,1,30
55451,SITE,DON,CB,2014,10,1,250
857518,SITE,DON,CB,2014,10,1,5
857464,SITE,DON,CB,2014,8,1,300
360139,SITE,DON,CB,2014,8,1,20
769479,SITE,DON,CB,2014,8,1,1200
68011,SITE,DON,CB,2014,8,13,114
45380,SITE,DON,CB,2014,12,2,250
824719,SITE,DON,CB,2014,12,11,77
144890,SITE,DON,CB,2014,12,1,300
161323,SITE,DON,CB,2014,12,1,100
857540,SITE,DON,CB,2014,12,1,70
857557,TW,DON,CH,2014,7,1,200
1300,URGENCE,DON,CH,2014,7,1,100
50815,IA,ACH,CH,2014,7,3,100
50815,ADH,DON,CH,2014,7,3,100
50815,ADH,COTI,CH,2014,7,3,100
74690,IA,ACH,CH,2014,7,6,115
857552,IA,ACH,CH,2014,7,1,35
426977,PROGSE,SIGN,CH,2014,7,7,135
426977,PROGSE,DON,CH,2014,7,7,135
8156,F,DON,CH,2014,7,1,100
287531,DIV,DON,CH,2014,7,1,30
246088,DIV,DON,CH,2014,7,13,244
747369,DIV,DON,CH,2014,7,1,60
857560,DIV,DON,CH,2014,7,1,100
426111,DIV,DON,CH,2014,7,1,100
508092,DIV,DON,CH,2014,7,1,500
437845,DIV,DON,CH,2014,7,2,500
254162,DIV,DON,CH,2014,7,1,30
62024,ADH,COTI,CH,2014,7,2,0
3593,ADH,DON,CH,2014,7,2,150
3593,ADH,COTI,CH,2014,7,2,150
110492,ADH,DON,CH,2014,7,2,55
110492,ADH,COTI,CH,2014,7,2,55
18821,ADH,COTI,CH,2014,7,1,40
709555,ADH,COTI,CH,2014,7,1,40
786738,ADH,COTI,CH,2014,7,1,40
49167,ADH,COTI,CH,2014,7,5,115
857563,TW,DON,CH,2014,7,1,700
55,DIV,DON,CH,2014,7,13,192
465281,DIV,DON,CH,2014,7,1,25
857565,URGENCE,DON,CH,2014,7,1,100
857572,SITE,DON,CB,2014,6,1,30
267350,SITE,DON,CB,2014,6,13,650
857580,SITE,DON,CB,2014,7,1,100
315322,SITE,DON,CB,2014,7,1,70
704916,SITE,DON,CB,2014,7,1,50
857584,URGENCE,DON,CB,2014,7,1,50
443060,SITE,DON,CB,2014,7,1,100
783838,SITE,DON,CB,2014,16,6,90
847082,SITE,DON,CB,2014,16,5,70
852089,SITE,DON,CB,2014,16,2,14
817025,SITE,DON,CB,2014,16,11,390
186908,SITE,DON,CB,2014,16,24,540
842607,SITE,DON,CB,2014,16,7,70
816312,SITE,DON,CB,2014,16,12,120
755818,SITE,DON,CB,2014,16,9,63
847107,SITE,DON,CB,2014,16,3,150
814725,SITE,DON,CB,2014,16,12,120
846910,SITE,DON,CB,2014,16,4,40
819150,SITE,DON,CB,2014,16,11,165
846898,SITE,DON,CB,2014,16,4,120
788953,SITE,DON,CB,2014,16,12,84
844383,SITE,DON,CB,2014,16,7,70
857697,SITE,DON,CB,2014,16,12,120
847180,SITE,DON,CB,2014,16,3,21
801653,SITE,DON,CB,2014,16,7,2100
836388,SITE,DON,CB,2014,16,8,240
458099,SITE,DON,CB,2014,16,11,110
720483,SITE,DON,CB,2014,16,10,170
311764,SITE,DON,CB,2014,16,7,105
847395,SITE,DON,CB,2014,16,2,14
89959,SITE,DON,CB,2014,16,12,120
844398,SITE,DON,CB,2014,16,7,210
784315,SITE,DON,CB,2014,16,12,84
817009,SITE,DON,CB,2014,16,12,120
745461,SITE,DON,CB,2014,16,12,360
837944,SITE,DON,CB,2014,16,7,140
766961,SITE,DON,CB,2014,16,12,120
845873,SITE,DON,CB,2014,16,4,80
815478,SITE,DON,CB,2014,16,10,300
847682,SITE,DON,CB,2014,16,2,40
282155,SITE,DON,CB,2014,16,12,180
801156,SITE,DON,CB,2014,16,7,1100
786721,SITE,DON,CB,2014,16,12,240
847201,SITE,DON,CB,2014,16,3,15
821437,SITE,DON,CB,2014,16,11,220
847650,SITE,DON,CB,2014,16,2,14
787116,SITE,DON,CB,2014,16,12,180
790324,SITE,DON,CB,2014,16,12,240
819707,SITE,DON,CB,2014,16,11,110
787861,SITE,DON,CB,2014,16,12,120
847204,SITE,DON,CB,2014,16,3,21
807602,SITE,DON,CB,2014,16,12,120
818188,SITE,DON,CB,2014,16,12,200
169465,SITE,DON,CB,2014,16,4,200
786117,SITE,DON,CB,2014,16,13,270
212828,SITE,DON,CB,2014,16,2,10
712806,SITE,DON,CB,2014,16,10,146
750427,SITE,DON,CB,2014,16,7,105
723692,SITE,DON,CB,2014,16,12,84
778044,SITE,DON,CB,2014,16,6,70
837270,SITE,DON,CB,2014,16,8,160
852061,SITE,DON,CB,2014,16,2,30
801165,SITE,DON,CB,2014,16,12,240
816754,SITE,DON,CB,2014,16,12,120
786933,SITE,DON,CB,2014,16,7,105
820317,SITE,DON,CB,2014,16,11,330
2420,SITE,DON,CB,2014,16,4,80
751145,SITE,DON,CB,2014,16,13,154
821678,SITE,DON,CB,2014,16,10,100
761904,SITE,DON,CB,2014,16,12,120
805772,SITE,DON,CB,2014,16,13,140
451306,SITE,DON,CB,2014,16,2,14
736103,SITE,DON,CB,2014,16,12,120
784022,SITE,DON,CB,2014,16,10,150
219956,SITE,DON,CB,2014,16,12,120
719971,SITE,DON,CB,2014,16,12,180
782939,SITE,DON,CB,2014,16,9,63
846880,SITE,DON,CB,2014,16,4,20
812918,SITE,DON,CB,2014,16,12,120
750424,SITE,DON,CB,2014,16,14,91
837921,SITE,DON,CB,2014,16,7,140
797888,SITE,DON,CB,2014,16,12,120
847174,SITE,DON,CB,2014,16,3,60
857778,SITE,DON,CB,2014,4,1,200
857767,SITE,DON,CB,2014,4,1,5
820739,SITE,DON,CB,2014,4,1,100
791308,SITE,DON,CB,2014,4,11,120
467636,SITE,DON,CB,2014,4,2,1000
291809,SITE,DON,CB,2014,3,1,40
431873,SITE,DON,CB,2014,3,1,50
87331,SITE,DON,CB,2014,5,1,35
803004,SITE,DON,CB,2014,5,2,250
749281,SITE,DON,CB,2014,5,1,200
148645,SITE,DON,CB,2014,5,13,206
709907,SITE,DON,CB,2014,5,1,50
50450,SITE,DON,CB,2014,5,1,600
857737,SITE,DON,CB,2014,5,1,500
410656,SITE,DON,CB,2014,5,1,20
751066,SITE,DON,CB,2014,5,1,50
857772,URGENCE,DON,CB,2014,5,1,500
36376,F,DON,CH,2014,8,2,40
703381,F,DON,CH,2014,8,2,120
130185,F,DON,CH,2014,8,1,20
227391,F,DON,CH,2014,8,1,30
272389,F,DON,CH,2014,8,3,75
281240,F,DON,CH,2014,8,1,20
223974,F,DON,CH,2014,8,2,80
200743,F,DON,CH,2014,8,3,125
61082,F,DON,CH,2014,8,5,170
790311,F,DON,CH,2014,8,2,70
153412,F,DON,CH,2014,8,1,50
456100,F,DON,CH,2014,8,2,120
132294,F,DON,CH,2014,8,6,507
44080,F,DON,CH,2014,8,1,45
423574,F,DON,CH,2014,8,2,40
432027,F,DON,CH,2014,8,1,50
445977,F,DON,CH,2014,8,1,100
368686,F,DON,CH,2014,8,1,60
97518,F,DON,CH,2014,8,1,60
31895,F,DON,CH,2014,8,6,185
69594,F,DON,CH,2014,8,4,80
51170,F,DON,CH,2014,8,2,50
16717,F,DON,CH,2014,8,1,60
168394,F,DON,CH,2014,8,1,60
6964,F,DON,CH,2014,8,1,80
857781,F,DON,CH,2014,8,1,100
144987,F,DON,CH,2014,8,2,60
6907,F,DON,CH,2014,8,3,1000
5277,F,DON,CH,2014,8,1,120
816377,F,DON,CH,2014,8,1,30
94499,F,DON,CH,2014,8,2,100
240822,F,DON,CH,2014,8,2,70
299177,F,DON,CH,2014,8,2,20
165540,F,DON,CH,2014,8,2,200
2758,F,DON,CH,2014,8,2,100
741086,F,DON,CH,2014,8,1,100
423447,F,DON,CH,2014,8,1,30
179049,F,DON,CH,2014,8,1,30
20882,F,DON,CH,2014,8,1,60
749185,F,DON,CH,2014,8,1,30
70662,F,DON,CH,2014,8,2,50
457314,F,DON,CH,2014,8,1,30
94558,F,DON,CH,2014,8,1,60
381281,DIV,DON,CH,2014,8,1,75
587991,DIV,DON,CH,2014,8,1,70
32716,RA,DON,CH,2014,8,3,600
99233,RA,DON,CH,2014,8,1,50
479751,RF,DON,CH,2014,8,1,135
95751,RF,DON,CH,2014,8,1,25
122092,F,DON,CH,2014,8,1,100
96297,F,DON,CH,2014,8,1,30
21348,F,DON,CH,2014,8,1,250
6154,F,DON,CH,2014,8,1,80
24773,F,DON,CH,2014,8,1,20
380587,F,DON,CH,2014,8,1,500
124180,F,DON,CH,2014,8,1,40
462434,F,DON,CH,2014,8,1,90
57109,F,DON,CH,2014,8,1,100
206830,F,DON,CH,2014,8,1,60
382617,FMD,DON,CH,2014,8,1,40
110750,FMD,DON,CH,2014,8,1,20
767581,FMD,DON,CH,2014,8,1,20
127176,FMD,DON,CH,2014,8,1,60
273882,ADH,DON,CH,2014,8,1,100
12698,ADH,COTI,CH,2014,8,2,120
12698,ADH,DON,CH,2014,8,2,120
171551,ADH,COTI,CH,2014,8,4,50
115725,DIV,DON,CH,2014,7,2,65
237230,RA,DON,CH,2014,7,1,50
257013,RF,DON,CH,2014,7,1,145
787901,F,DON,CH,2014,7,1,30
295544,F,DON,CH,2014,7,1,40
86381,F,DON,CH,2014,7,1,40
13151,F,DON,CH,2014,7,2,115
209643,F,DON,CH,2014,7,1,40
245813,F,DON,CH,2014,7,1,40
204717,F,DON,CH,2014,7,1,60
183309,F,DON,CH,2014,7,1,120
15684,F,DON,CH,2014,7,1,80
11074,F,DON,CH,2014,7,1,120
17901,F,DON,CH,2014,7,1,30
76391,IA,DON,CH,2014,7,3,488
857788,SITE,DON,CH,2014,7,1,150
35992,FMD,DON,CH,2014,7,1,100
29179,F,DON,CH,2014,7,1,100
767904,F,DON,CH,2014,7,1,40
170500,F,DON,CH,2014,7,1,25
112035,F,DON,CH,2014,7,1,80
39268,F,DON,CH,2014,7,1,40
35844,F,DON,CH,2014,7,1,50
92607,F,DON,CH,2014,7,1,100
49155,F,DON,CH,2014,7,1,30
2508,F,DON,CH,2014,7,3,225
12035,F,DON,CH,2014,7,3,75
767463,F,DON,CH,2014,7,1,150
452847,F,DON,CH,2014,7,1,30
450282,F,DON,CH,2014,7,1,45
87884,F,DON,CH,2014,7,1,150
24665,F,DON,CH,2014,7,1,100
21530,F,DON,CH,2014,7,1,20
398463,F,DON,CH,2014,7,1,20
457157,F,DON,CH,2014,7,1,20
429644,F,DON,CH,2014,7,2,20
143139,F,DON,CH,2014,7,1,30
13015,F,DON,CH,2014,7,1,60
241855,F,DON,CH,2014,7,2,135
190396,F,DON,CH,2014,7,1,30
289528,F,DON,CH,2014,7,1,30
12214,F,DON,CH,2014,7,2,150
7906,F,DON,CH,2014,7,1,40
425802,F,DON,CH,2014,7,1,10
24412,F,DON,CH,2014,7,1,30
102363,F,DON,CH,2014,7,2,60
445283,F,DON,CH,2014,7,1,40
10894,F,DON,CH,2014,7,3,45
15630,F,DON,CH,2014,7,1,30
6513,F,DON,CH,2014,7,3,90
22928,IA,ACH,CH,2014,7,3,90
788862,IA,ACH,CH,2014,7,1,35
230108,IA,DON,CH,2014,7,3,85
230108,IA,ACH,CH,2014,7,3,85
10130,IA,ACH,CH,2014,7,2,95
10130,IA,DON,CH,2014,7,2,95
437396,IA,DON,CH,2014,7,1,50
312015,IA,ACH,CH,2014,7,13,215
748594,ADH,COTI,CH,2014,7,2,55
748594,ADH,DON,CH,2014,7,2,55
704934,ADH,COTI,CH,2014,7,3,65
704934,ADH,DON,CH,2014,7,3,65
818832,ADH,COTI,CH,2014,7,2,20
818832,ADH,DON,CH,2014,7,2,20
461557,ADH,COTI,CH,2014,7,2,30
461557,ADH,DON,CH,2014,7,2,30
154063,ADH,COTI,CH,2014,7,3,55
154063,ADH,DON,CH,2014,7,3,55
22928,ADH,COTI,CH,2014,7,3,90
22928,ADH,DON,CH,2014,7,3,90
446226,ADH,DON,CH,2014,7,2,35
446226,ADH,COTI,CH,2014,7,2,35
52120,ADH,DON,CH,2014,7,2,100
52120,ADH,COTI,CH,2014,7,2,100
342091,ADH,DON,CH,2014,7,2,300
342091,ADH,COTI,CH,2014,7,2,300
297830,ADH,COTI,CH,2014,7,3,100
297830,ADH,DON,CH,2014,7,3,100
406684,ADH,COTI,CH,2014,7,2,55
406684,ADH,DON,CH,2014,7,2,55
103894,ADH,COTI,CH,2014,7,4,200
103894,ADH,DON,CH,2014,7,4,200
19067,ADH,COTI,CH,2014,7,2,55
19067,ADH,DON,CH,2014,7,2,55
12992,ADH,COTI,CH,2014,7,2,140
12992,ADH,DON,CH,2014,7,2,140
15362,ADH,DON,CH,2014,7,2,115
15362,ADH,COTI,CH,2014,7,2,115
240540,ADH,COTI,CH,2014,7,1,40
288867,ADH,COTI,CH,2014,7,3,125
3599,ADH,COTI,CH,2014,7,4,100
